x,y,r
18.774,20.605,0.400
-0.958,-15.256,0.400
-31.971,10.420,0.400
-1.904,16.623,0.400
-8.118,17.289,0.400
-14.547,19.323,0.400
14.709,-5.504,0.400
2.452,11.651,0.400
-19.649,3.431,0.400
19.528,-15.007,0.400
19.415,11.884,0.400
22.034,-10.523,0.400
-26.039,19.218,0.400
19.506,-3.506,0.400
-25.998,-19.382,0.400
8.635,-13.364,0.400
28.888,5.668,0.400
-19.144,9.946,0.400
-8.936,27.695,0.400
26.209,0.938,0.400
9.253,12.666,0.400
19.552,30.488,0.400
-30.181,-8.872,0.400
6.512,-12.523,0.400
5.706,-26.260,0.400
24.325,1.617,0.400
-24.523,10.415,0.400
-12.014,-19.442,0.400
-1.040,-23.161,0.400
-18.567,23.395,0.400
12.686,-31.199,0.400
17.796,-30.908,0.400
-10.694,25.884,0.400
-7.846,-7.093,0.400
-23.883,31.992,0.400
-28.555,-4.935,0.400
30.782,-16.300,0.400
30.672,25.104,0.400
10.894,24.929,0.400
-3.380,21.201,0.400
18.950,1.068,0.400
-1.860,13.163,0.400
-5.820,-26.500,0.400
15.777,-14.988,0.400
-0.790,18.178,0.400
-20.984,-30.600,0.400
-24.096,5.723,0.400
-8.893,-15.596,0.400
-3.102,27.366,0.400
-15.695,-5.723,0.400
24.275,7.179,0.400
-14.852,-1.619,0.400
-7.841,-12.437,0.400
19.503,-11.303,0.400
10.192,30.129,0.400
27.077,-7.933,0.400
-6.510,-0.768,0.400
18.780,27.943,0.400
-13.389,-31.604,0.400
-3.241,-28.345,0.400
-30.073,17.509,0.400
-24.823,13.984,0.400
22.623,-28.014,0.400
-19.672,28.633,0.400
7.260,-4.985,0.400
-25.590,-8.834,0.400
-22.723,8.038,0.400
6.821,-22.766,0.400
8.192,-25.771,0.400
-2.386,25.573,0.400
-26.653,7.560,0.400
26.329,26.095,0.400
25.171,-3.073,0.400
12.403,18.645,0.400
-23.227,28.378,0.400
-14.310,13.599,0.400
-27.925,19.213,0.400
30.597,-13.691,0.400
28.139,-26.644,0.400
22.917,-14.092,0.400
29.838,-4.435,0.400
27.018,-29.958,0.400
8.869,2.272,0.400
-29.906,-20.909,0.400
-8.289,-28.668,0.400
31.555,16.973,0.400
28.787,12.844,0.400
-10.017,-27.034,0.400
14.817,-24.702,0.400
3.016,-2.301,0.400
-0.350,-27.188,0.400
-27.266,1.297,0.400
-30.050,1.627,0.400
-22.381,-13.971,0.400
-22.336,4.380,0.400
-7.148,-17.723,0.400
-17.818,4.100,0.400
26.277,-5.176,0.400
-21.556,-11.744,0.400
18.331,4.411,0.400
-7.611,-3.780,0.400
-6.559,31.841,0.400
13.848,9.289,0.400
19.537,-8.178,0.400
18.330,-17.563,0.400
4.180,27.026,0.400
14.345,23.310,0.400
-21.209,10.327,0.400
30.928,-28.799,0.400
26.867,16.007,0.400
11.260,14.684,0.400
-3.624,-19.063,0.400
22.993,17.844,0.400
5.902,-15.684,0.400
18.594,15.666,0.400
31.687,13.324,0.400
-30.207,26.964,0.400
-23.078,-31.371,0.400
-27.642,-31.835,0.400
21.013,-26.399,0.400
-23.528,-5.170,0.400
-20.362,30.540,0.400
-7.430,6.004,0.400
4.067,8.120,0.400
-19.678,-3.301,0.400
28.677,19.810,0.400
0.868,-24.326,0.400
5.933,-1.683,0.400
-15.883,-23.499,0.400
-8.257,22.722,0.400
-8.775,-31.657,0.400
-12.485,-26.718,0.400
7.840,17.167,0.400
-7.654,-23.945,0.400
26.267,21.566,0.400
1.268,29.059,0.400
1.298,17.691,0.400
-0.764,-8.687,0.400
31.642,21.869,0.400
5.868,23.502,0.400
9.564,19.058,0.400
-27.730,-23.584,0.400
14.058,-22.072,0.400
-26.453,30.721,0.400
10.553,-24.008,0.400
-9.533,-21.872,0.400
14.590,26.671,0.400
-20.791,-20.222,0.400
8.248,23.008,0.400
15.293,-2.703,0.400
-2.844,19.442,0.400
4.602,14.975,0.400
30.150,8.063,0.400
26.347,-14.467,0.400
-31.902,24.474,0.400
-30.088,31.593,0.400
-7.419,7.926,0.400
-25.476,21.481,0.400
-1.983,-6.117,0.400
-3.471,-31.203,0.400
31.623,30.049,0.400
11.418,-1.273,0.400
-3.973,-15.661,0.400
2.678,-9.862,0.400
2.867,24.580,0.400
-3.011,30.798,0.400
13.975,-29.073,0.400
15.800,10.339,0.400
7.811,-31.790,0.400
24.249,-0.301,0.400
2.354,-21.103,0.400
-29.732,-31.108,0.400
-18.569,-12.534,0.400
-22.143,-28.274,0.400
14.554,12.959,0.400
24.451,-18.071,0.400
14.618,6.047,0.400
-17.871,-7.404,0.400
9.982,-26.390,0.400
-4.484,5.411,0.400
7.614,6.973,0.400
-14.768,8.842,0.400
30.221,-1.123,0.400
-15.850,-14.999,0.400
-4.730,-8.260,0.400
31.562,2.885,0.400
-11.631,10.449,0.400
-24.845,-3.929,0.400
-14.981,-12.209,0.400
22.573,13.909,0.400
-0.284,14.517,0.400
-31.037,-28.744,0.400
0.983,23.823,0.400
-22.185,18.162,0.400
18.797,-23.340,0.400
-14.358,-20.769,0.400
-30.479,-18.077,0.400
-11.054,-5.129,0.400
12.444,7.167,0.400
-0.781,-11.335,0.400
7.337,-19.655,0.400
-20.650,-24.769,0.400
-17.738,-9.500,0.400
5.909,6.151,0.400
-19.671,26.410,0.400
-8.919,13.613,0.400
-8.162,25.919,0.400
-12.486,5.722,0.400
-1.778,-25.341,0.400
4.849,11.338,0.400
8.821,8.943,0.400
-9.808,9.651,0.400
21.091,6.939,0.400
-20.799,22.266,0.400
-1.057,27.840,0.400
31.775,-24.946,0.400
-9.160,-8.344,0.400
-19.815,20.232,0.400
3.938,0.110,0.400
1.825,26.768,0.400
11.129,8.886,0.400
-26.775,11.213,0.400
10.733,-19.645,0.400
-3.783,17.100,0.400
-11.122,2.714,0.400
-30.135,-25.273,0.400
0.764,-18.239,0.400
-18.707,-5.567,0.400
6.036,9.866,0.400
-4.263,23.635,0.400
28.360,10.992,0.400
-19.238,12.911,0.400
-6.358,-29.905,0.400
-17.099,-4.403,0.400
-11.846,14.274,0.400
-5.849,-13.694,0.400
-22.172,29.957,0.400
7.030,0.086,0.400
-29.439,-7.123,0.400
-13.437,31.331,0.400
31.610,5.018,0.400
26.352,-16.487,0.400
-7.508,4.062,0.400
-16.106,-21.217,0.400
-20.696,-9.123,0.400
-6.053,1.158,0.400
-16.731,27.343,0.400
5.177,-11.070,0.400
8.853,-7.620,0.400
3.866,6.199,0.400
-16.202,23.743,0.400
-26.023,27.737,0.400
-25.151,0.743,0.400
-10.743,7.193,0.400
11.924,-25.567,0.400
-27.347,25.336,0.400
14.747,18.032,0.400
21.892,-29.767,0.400
12.420,13.189,0.400
17.199,7.099,0.400
-19.144,-21.788,0.400
-6.390,15.468,0.400
-28.921,-13.065,0.400
4.227,-14.559,0.400
2.462,-25.192,0.400
-10.962,30.571,0.400
-19.198,5.502,0.400
-17.082,0.720,0.400
0.365,-30.875,0.400
22.513,28.301,0.400
-17.767,-25.301,0.400
12.192,-11.265,0.400
17.916,-27.440,0.400
10.183,22.153,0.400
28.614,26.091,0.400
18.397,-1.970,0.400
5.784,29.382,0.400
30.013,-31.975,0.400
-31.921,-12.968,0.400
-5.953,-11.364,0.400
14.983,-19.713,0.400
20.259,-28.541,0.400
1.903,-14.531,0.400
30.955,19.891,0.400
-22.523,-16.353,0.400
29.729,-7.614,0.400
9.869,-31.147,0.400
23.619,15.715,0.400
24.885,-30.905,0.400
-21.340,-18.195,0.400
-16.025,31.083,0.400
22.298,-18.316,0.400
-13.285,-3.143,0.400
16.304,25.288,0.400
-5.996,21.967,0.400
28.105,-11.287,0.400
-30.669,-10.858,0.400
10.456,7.207,0.400
-19.152,-1.293,0.400
-4.884,-3.437,0.400
22.287,11.836,0.400
-23.001,-0.445,0.400
31.765,-22.198,0.400
-12.593,18.413,0.400
-0.161,9.002,0.400
6.470,27.092,0.400
-0.279,22.180,0.400
8.042,-15.489,0.400
-3.563,-1.854,0.400
-3.101,3.720,0.400
-4.319,11.344,0.400
-13.797,-19.004,0.400
5.612,31.578,0.400
-16.103,14.135,0.400
27.076,30.744,0.400
11.949,10.900,0.400
11.679,-28.568,0.400
2.404,16.140,0.400
-14.028,-6.879,0.400
4.101,-17.107,0.400
9.409,-29.224,0.400
18.076,-6.909,0.400
4.023,3.479,0.400
12.019,26.797,0.400
-12.788,-0.061,0.400
-19.663,17.681,0.400
26.200,13.591,0.400
-10.067,17.434,0.400
-6.762,-20.306,0.400
21.470,-4.838,0.400
-30.702,21.757,0.400
-3.263,-10.456,0.400
-21.140,24.743,0.400
-25.215,-27.285,0.400
23.187,4.214,0.400
24.405,28.406,0.400
-19.844,-15.804,0.400
9.818,10.523,0.400
12.966,22.020,0.400
16.634,-22.110,0.400
-12.574,29.165,0.400
-18.245,14.597,0.400
-5.610,-18.672,0.400
-30.421,-3.019,0.400
2.967,-12.438,0.400
-27.630,-27.963,0.400
-21.904,-7.196,0.400
-17.479,-18.634,0.400
4.191,-4.322,0.400
20.828,16.040,0.400
-11.497,-13.130,0.400
-16.572,18.063,0.400
5.575,-18.275,0.400
-24.914,-29.476,0.400
19.321,9.331,0.400
22.260,-21.526,0.400
15.438,31.869,0.400
-31.774,-6.066,0.400
-9.807,-30.167,0.400
25.202,4.516,0.400
-30.236,19.903,0.400
11.501,-16.892,0.400
-19.449,-27.512,0.400
-30.335,-15.554,0.400
-17.632,25.502,0.400
-27.931,31.773,0.400
10.148,-10.420,0.400
-21.858,2.612,0.400
13.526,3.823,0.400
28.506,0.385,0.400
0.733,-12.910,0.400
16.656,-13.371,0.400
12.716,16.500,0.400
14.672,-8.389,0.400
-18.819,-31.751,0.400
20.709,18.475,0.400
8.568,25.836,0.400
20.436,2.566,0.400
26.306,-21.993,0.400
30.033,-10.442,0.400
-14.621,0.716,0.400
-5.734,8.872,0.400
0.060,-5.735,0.400
-26.052,-12.316,0.400
16.436,-11.140,0.400
-3.513,-23.946,0.400
-12.793,-11.188,0.400
13.664,14.706,0.400
-14.989,21.872,0.400
-12.329,-16.058,0.400
-0.550,24.847,0.400
28.571,21.988,0.400
-4.101,-12.103,0.400
-16.739,-30.854,0.400
29.236,-22.471,0.400
-1.014,20.379,0.400
9.342,-5.010,0.400
28.532,16.830,0.400
-15.141,29.214,0.400
-8.258,0.248,0.400
-23.419,-2.202,0.400
-10.672,4.645,0.400
-24.393,-17.186,0.400
6.659,-29.165,0.400
25.014,10.034,0.400
28.523,-17.428,0.400
-14.327,6.599,0.400
-10.967,-7.886,0.400
-12.293,24.010,0.400
2.940,-23.411,0.400
