x,y,r
-11.275,-22.346,0.525
9.660,-27.364,0.525
2.296,-8.596,0.525
-28.288,0.476,0.525
-29.600,-4.247,0.525
-27.529,-26.194,0.525
-4.831,20.919,0.525
-24.077,-17.713,0.525
8.156,28.653,0.525
4.935,-6.612,0.525
30.480,-29.019,0.525
22.942,-13.465,0.525
-12.257,20.232,0.525
-20.434,5.222,0.525
8.890,-8.167,0.525
3.056,-27.982,0.525
-28.186,-18.819,0.525
11.546,-4.634,0.525
-11.895,5.476,0.525
-2.996,-12.815,0.525
18.840,12.736,0.525
-16.378,4.763,0.525
1.613,24.009,0.525
14.684,-13.572,0.525
30.731,-24.444,0.525
-5.240,16.457,0.525
-22.273,-0.706,0.525
-29.491,10.766,0.525
16.933,4.674,0.525
12.499,6.040,0.525
5.113,-2.803,0.525
21.758,28.460,0.525
-1.658,10.506,0.525
-28.117,12.895,0.525
9.416,31.558,0.525
20.603,-13.786,0.525
-7.309,10.794,0.525
-28.227,17.167,0.525
-6.979,23.771,0.525
-26.843,-3.252,0.525
20.434,23.295,0.525
-14.181,-5.421,0.525
-9.039,24.588,0.525
29.295,-22.341,0.525
-20.722,-17.155,0.525
-17.066,-0.962,0.525
5.704,-15.184,0.525
-31.738,-5.187,0.525
-8.368,4.246,0.525
28.998,12.192,0.525
0.991,7.526,0.525
25.570,17.918,0.525
-6.888,-6.465,0.525
-25.374,8.595,0.525
-18.639,-21.613,0.525
-10.237,-28.635,0.525
-31.985,-22.319,0.525
-25.506,-8.729,0.525
-30.368,23.957,0.525
7.300,-22.493,0.525
-15.856,-9.767,0.525
-8.694,-24.138,0.525
22.332,31.559,0.525
-10.071,-15.056,0.525
21.047,-21.668,0.525
-30.522,28.863,0.525
1.808,-22.617,0.525
2.763,-30.269,0.525
1.799,30.624,0.525
23.253,12.557,0.525
-21.309,17.404,0.525
2.086,17.860,0.525
-10.901,-17.725,0.525
19.937,31.035,0.525
22.568,19.589,0.525
20.373,15.352,0.525
-17.489,1.129,0.525
-30.212,-14.117,0.525
-15.413,12.321,0.525
29.217,-3.377,0.525
27.969,31.234,0.525
29.120,-8.663,0.525
-17.890,-17.482,0.525
-19.411,-18.920,0.525
7.940,25.620,0.525
21.788,-1.314,0.525
9.791,19.177,0.525
-26.574,10.277,0.525
16.009,-1.406,0.525
30.186,-6.666,0.525
-6.311,28.595,0.525
14.387,-21.120,0.525
-22.645,20.897,0.525
30.740,10.065,0.525
-23.617,-31.088,0.525
1.701,27.752,0.525
-4.236,23.792,0.525
20.874,-18.493,0.525
-15.883,-13.250,0.525
-9.358,-2.678,0.525
5.334,25.875,0.525
-5.080,26.734,0.525
-3.832,-20.281,0.525
-31.748,19.147,0.525
14.412,3.614,0.525
-11.137,1.174,0.525
-25.209,3.859,0.525
17.425,0.494,0.525
3.951,16.640,0.525
26.399,-3.632,0.525
7.202,0.355,0.525
0.778,12.335,0.525
-3.050,2.130,0.525
-1.406,28.256,0.525
12.750,24.098,0.525
28.300,-15.386,0.525
3.809,28.369,0.525
-24.216,-3.704,0.525
-27.357,-16.599,0.525
18.172,25.410,0.525
-22.115,13.832,0.525
10.256,-22.849,0.525
24.501,29.923,0.525
-17.946,28.960,0.525
-6.512,-0.815,0.525
31.352,21.276,0.525
-21.666,-4.383,0.525
0.999,-10.297,0.525
-19.472,-11.614,0.525
14.218,-30.753,0.525
-30.843,-10.784,0.525
-27.885,31.045,0.525
-25.294,-15.004,0.525
-14.691,-23.708,0.525
-22.440,26.827,0.525
4.518,12.827,0.525
-26.274,-28.318,0.525
-27.365,28.054,0.525
-27.736,23.218,0.525
-2.958,-10.294,0.525
1.723,-16.740,0.525
-12.032,-12.480,0.525
0.006,-20.614,0.525
-9.792,-30.838,0.525
-15.971,-31.018,0.525
-19.875,-1.615,0.525
27.817,-25.198,0.525
20.411,-4.341,0.525
-0.320,21.415,0.525
12.015,30.876,0.525
-10.067,21.266,0.525
13.230,8.703,0.525
-6.099,-9.757,0.525
-28.519,-23.692,0.525
-15.642,-21.552,0.525
-13.956,-16.498,0.525
-13.244,-2.595,0.525
-15.152,29.554,0.525
30.248,3.013,0.525
-12.189,-9.179,0.525
-31.932,-7.576,0.525
