x,y,r
16.882,-15.676,0.150
-0.292,-3.233,0.150
9.702,18.478,0.150
-25.993,-30.186,0.150
21.489,-4.303,0.150
16.786,-31.865,0.150
-3.495,14.179,0.150
-17.359,28.497,0.150
25.691,-30.042,0.150
-30.371,2.650,0.150
28.106,-7.603,0.150
-18.138,-4.985,0.150
-30.141,-17.812,0.150
-3.975,-0.268,0.150
-17.083,-17.225,0.150
-17.998,-2.585,0.150
-13.454,-30.625,0.150
21.605,3.613,0.150
9.107,-20.102,0.150
31.523,23.037,0.150
-24.263,-10.708,0.150
14.175,13.516,0.150
27.932,-4.985,0.150
21.122,10.900,0.150
-12.584,5.605,0.150
0.338,5.696,0.150
-29.790,-16.465,0.150
19.034,-5.484,0.150
-20.928,3.123,0.150
12.995,11.167,0.150
-8.019,-3.906,0.150
0.539,17.820,0.150
1.340,-6.832,0.150
-0.660,-30.107,0.150
-29.217,13.016,0.150
30.924,5.964,0.150
-6.810,-21.098,0.150
0.143,30.853,0.150
17.313,2.536,0.150
23.059,-17.141,0.150
0.881,28.958,0.150
4.979,-2.616,0.150
-14.766,3.072,0.150
29.255,-31.635,0.150
18.154,20.511,0.150
24.715,15.392,0.150
19.785,1.195,0.150
3.927,-4.730,0.150
-28.408,23.681,0.150
4.480,-19.210,0.150
-9.165,-9.851,0.150
2.463,7.903,0.150
7.197,-2.679,0.150
-20.658,5.405,0.150
23.105,19.100,0.150
-15.661,21.872,0.150
11.079,-26.673,0.150
-30.932,-31.068,0.150
-24.993,7.987,0.150
-9.957,-27.551,0.150
-21.784,1.752,0.150
-21.239,-14.533,0.150
13.542,-2.899,0.150
-11.392,-1.679,0.150
-30.487,-7.260,0.150
-5.061,-19.965,0.150
0.647,-18.618,0.150
6.762,20.291,0.150
-22.626,14.005,0.150
11.403,2.861,0.150
-17.882,30.438,0.150
-17.715,9.504,0.150
-6.727,4.854,0.150
-11.440,8.381,0.150
-28.238,-12.889,0.150
29.946,24.034,0.150
-12.391,22.945,0.150
-12.137,28.114,0.150
15.606,-5.365,0.150
-15.849,-31.457,0.150
24.238,-29.573,0.150
20.443,29.581,0.150
4.498,-21.023,0.150
23.538,30.322,0.150
13.057,0.568,0.150
-7.810,-9.796,0.150
-18.831,11.146,0.150
-25.317,10.621,0.150
-13.051,-0.013,0.150
-11.178,23.784,0.150
-19.145,-11.025,0.150
31.171,18.093,0.150
-10.298,-18.366,0.150
11.165,21.613,0.150
27.660,-9.994,0.150
24.473,11.975,0.150
-16.983,14.430,0.150
-26.580,-21.140,0.150
26.303,-18.370,0.150
16.583,6.413,0.150
21.832,-8.441,0.150
-10.222,-13.362,0.150
23.515,6.655,0.150
-23.338,3.275,0.150
-10.183,7.372,0.150
18.042,-7.805,0.150
4.530,-17.682,0.150
-26.768,-14.930,0.150
25.009,4.125,0.150
27.204,-2.703,0.150
-14.260,18.369,0.150
20.977,-31.208,0.150
31.242,-5.055,0.150
-24.604,-21.287,0.150
-25.419,26.289,0.150
-7.790,30.097,0.150
26.190,-13.182,0.150
-15.782,-1.471,0.150
-29.464,-31.328,0.150
30.885,-13.085,0.150
-11.950,-27.970,0.150
26.457,30.068,0.150
30.067,-24.873,0.150
-18.228,7.540,0.150
30.717,2.746,0.150
-12.331,-16.232,0.150
30.936,-3.334,0.150
9.729,9.182,0.150
-12.366,-11.057,0.150
-10.603,2.830,0.150
5.055,6.142,0.150
-16.399,-27.371,0.150
3.277,-27.461,0.150
-27.192,8.664,0.150
-0.431,23.210,0.150
-22.133,0.091,0.150
18.879,-27.065,0.150
28.751,-20.913,0.150
17.677,31.033,0.150
20.579,-11.534,0.150
-25.160,0.919,0.150
-11.772,25.798,0.150
19.447,26.058,0.150
21.806,15.756,0.150
12.134,-20.598,0.150
-4.311,-21.895,0.150
29.657,19.728,0.150
3.153,2.648,0.150
22.483,-2.988,0.150
9.372,-5.332,0.150
4.519,-28.011,0.150
-9.284,-23.150,0.150
-23.992,-15.417,0.150
21.052,-6.541,0.150
-6.331,7.196,0.150
9.526,-3.948,0.150
11.937,14.811,0.150
-16.744,-0.315,0.150
-1.355,-17.596,0.150
-5.616,3.866,0.150
26.044,26.733,0.150
-14.386,9.371,0.150
-28.915,-27.421,0.150
0.748,24.155,0.150
-21.794,17.026,0.150
24.513,-12.045,0.150
12.324,22.335,0.150
-8.217,12.882,0.150
15.131,6.053,0.150
29.445,4.559,0.150
-20.718,-15.962,0.150
-18.072,4.449,0.150
16.496,-28.663,0.150
-9.729,0.964,0.150
-21.453,14.713,0.150
-29.395,30.798,0.150
19.708,8.221,0.150
-14.878,26.423,0.150
29.404,-23.096,0.150
17.648,21.884,0.150
10.222,12.826,0.150
-3.516,27.156,0.150
30.157,-7.529,0.150
-21.456,-11.170,0.150
6.443,-5.874,0.150
-24.442,-13.090,0.150
-16.114,15.973,0.150
-31.743,-19.850,0.150
-3.919,-30.654,0.150
8.162,6.760,0.150
21.461,-18.777,0.150
-14.514,5.487,0.150
-15.944,11.746,0.150
17.220,4.515,0.150
-7.472,-13.821,0.150
-25.079,19.683,0.150
-24.443,15.825,0.150
2.898,29.757,0.150
4.645,-12.080,0.150
0.194,-9.164,0.150
1.817,-31.946,0.150
-3.692,-3.229,0.150
-12.493,-6.438,0.150
18.118,11.738,0.150
-0.493,9.451,0.150
-7.836,-18.950,0.150
-31.752,-14.232,0.150
6.283,24.426,0.150
21.083,0.701,0.150
15.656,31.206,0.150
-12.458,-21.100,0.150
7.682,1.981,0.150
-8.997,-31.775,0.150
-6.064,23.120,0.150
5.403,14.965,0.150
-0.467,15.729,0.150
8.273,8.559,0.150
27.976,18.078,0.150
22.161,17.120,0.150
20.181,6.750,0.150
-9.635,-15.067,0.150
13.313,23.932,0.150
2.832,-22.268,0.150
21.310,-0.989,0.150
-2.105,-29.095,0.150
-4.954,-9.269,0.150
10.038,-30.737,0.150
12.189,-6.277,0.150
12.090,6.720,0.150
-18.631,-18.707,0.150
24.706,-14.780,0.150
-27.207,21.163,0.150
1.485,-8.435,0.150
0.737,15.150,0.150
-21.213,9.796,0.150
13.660,20.160,0.150
-14.735,7.019,0.150
-20.969,18.545,0.150
23.470,-10.903,0.150
-30.046,25.561,0.150
7.837,-11.742,0.150
-4.367,16.742,0.150
18.266,-19.846,0.150
8.057,-21.400,0.150
26.441,14.608,0.150
6.801,-15.233,0.150
1.702,-23.128,0.150
-8.890,16.088,0.150
13.983,-12.448,0.150
-25.191,-6.591,0.150
-0.489,-25.602,0.150
-20.047,-28.458,0.150
-18.140,-29.778,0.150
29.704,7.243,0.150
-10.084,21.624,0.150
-24.444,12.329,0.150
-0.319,-7.815,0.150
-21.210,-17.170,0.150
20.490,-2.395,0.150
13.756,-10.872,0.150
5.992,26.207,0.150
31.641,-29.042,0.150
19.036,22.886,0.150
-11.547,-7.479,0.150
16.548,-22.255,0.150
-22.709,10.548,0.150
-28.344,-7.713,0.150
-23.681,-2.375,0.150
21.759,25.989,0.150
21.800,-29.260,0.150
-14.490,-24.484,0.150
8.801,15.655,0.150
10.433,-7.059,0.150
8.388,30.054,0.150
9.063,-16.442,0.150
-28.148,27.851,0.150
5.792,-9.625,0.150
6.743,3.856,0.150
1.419,-28.109,0.150
-9.393,-5.590,0.150
-19.240,24.327,0.150
-4.856,10.393,0.150
13.667,15.570,0.150
-15.899,30.490,0.150
-22.335,26.793,0.150
-3.626,-23.795,0.150
-6.708,13.289,0.150
1.569,-26.216,0.150
-23.680,18.853,0.150
-12.560,-4.811,0.150
-16.295,3.659,0.150
-10.873,-10.326,0.150
18.152,29.203,0.150
5.385,-25.300,0.150
31.234,14.040,0.150
21.426,12.882,0.150
2.280,25.396,0.150
21.223,-13.355,0.150
-21.950,-8.297,0.150
-9.896,4.794,0.150
-29.211,20.157,0.150
9.671,-11.926,0.150
-12.907,-9.433,0.150
-11.182,15.905,0.150
-27.594,30.682,0.150
-1.299,26.425,0.150
20.200,27.228,0.150
27.027,19.288,0.150
-23.387,1.518,0.150
4.839,31.520,0.150
15.786,-8.859,0.150
28.308,9.184,0.150
-6.235,-2.267,0.150
-21.261,-22.505,0.150
26.036,-20.186,0.150
-5.689,14.589,0.150
-28.793,-25.650,0.150
2.925,-14.993,0.150
-26.976,-27.340,0.150
22.440,9.167,0.150
-20.904,23.157,0.150
-13.840,25.042,0.150
25.139,-4.772,0.150
31.882,-15.580,0.150
-19.113,15.794,0.150
17.301,0.914,0.150
-0.827,-6.160,0.150
24.493,18.959,0.150
5.414,-29.432,0.150
-19.855,-12.841,0.150
12.245,-31.648,0.150
4.606,3.288,0.150
1.640,2.691,0.150
-12.303,-12.678,0.150
4.218,-8.425,0.150
-6.263,27.937,0.150
25.301,10.859,0.150
-2.281,18.938,0.150
-1.189,-10.461,0.150
-30.838,-20.987,0.150
5.733,-13.623,0.150
12.245,-4.256,0.150
17.728,-0.909,0.150
13.790,-0.552,0.150
29.857,-17.329,0.150
-1.294,28.939,0.150
21.399,-26.294,0.150
7.161,31.730,0.150
-9.811,28.551,0.150
10.985,-24.407,0.150
-15.019,-14.160,0.150
-7.058,10.797,0.150
-7.273,25.945,0.150
-19.123,1.328,0.150
-5.337,24.829,0.150
-0.482,25.280,0.150
2.867,-18.264,0.150
16.618,-10.426,0.150
-0.898,-31.452,0.150
31.294,10.066,0.150
-14.428,13.201,0.150
-5.655,-23.667,0.150
-19.500,3.894,0.150
6.304,29.445,0.150
-22.473,-5.517,0.150
-14.908,-18.278,0.150
-8.468,-1.885,0.150
-28.278,-11.136,0.150
12.167,9.284,0.150
-10.877,-23.813,0.150
-26.366,2.485,0.150
12.987,4.037,0.150
11.825,-17.520,0.150
-12.461,7.384,0.150
-26.588,-17.631,0.150
11.564,31.039,0.150
1.180,-30.520,0.150
-15.947,17.279,0.150
11.597,-29.375,0.150
-27.048,14.395,0.150
-25.395,-11.711,0.150
-14.762,-28.815,0.150
-30.005,-23.102,0.150
11.497,-14.487,0.150
0.975,-11.403,0.150
21.973,6.794,0.150
23.705,-6.070,0.150
1.775,4.124,0.150
25.492,8.495,0.150
0.546,-20.791,0.150
-25.360,-8.097,0.150
9.883,2.829,0.150
2.864,22.004,0.150
14.282,11.814,0.150
-30.054,-12.280,0.150
11.674,-22.031,0.150
26.462,-22.917,0.150
24.264,-18.159,0.150
21.862,22.287,0.150
-24.457,6.464,0.150
-14.736,10.680,0.150
-31.476,28.949,0.150
26.860,9.148,0.150
-7.712,3.962,0.150
24.500,-2.590,0.150
-4.974,27.746,0.150
-28.590,-1.871,0.150
-31.962,-29.308,0.150
-14.662,30.952,0.150
-16.309,19.730,0.150
