x,y,r
-17.491,29.587,0.525
-23.915,13.108,0.525
-26.548,-16.164,0.525
31.944,-18.599,0.525
9.080,-2.615,0.525
-19.697,21.153,0.525
-30.721,-14.927,0.525
-5.910,25.732,0.525
-7.739,-24.721,0.525
-15.465,31.463,0.525
-27.962,7.691,0.525
-7.859,10.294,0.525
-10.340,12.243,0.525
-0.155,9.582,0.525
25.688,5.218,0.525
-22.903,-27.880,0.525
28.547,-0.725,0.525
-19.593,28.547,0.525
5.054,14.652,0.525
24.381,-13.718,0.525
-9.171,24.197,0.525
-23.362,16.915,0.525
-25.753,12.172,0.525
12.937,28.800,0.525
21.984,0.232,0.525
-19.351,-22.390,0.525
-27.429,25.806,0.525
0.475,12.883,0.525
-17.923,-16.391,0.525
-31.237,-10.033,0.525
-14.922,-4.902,0.525
-7.877,21.396,0.525
25.054,-20.784,0.525
-6.639,-21.364,0.525
10.443,30.390,0.525
-19.084,17.054,0.525
-12.797,-31.154,0.525
16.915,-10.124,0.525
-21.110,-4.121,0.525
-17.170,-5.754,0.525
-3.453,-5.250,0.525
5.665,-13.520,0.525
-25.913,-26.544,0.525
-25.183,1.340,0.525
30.725,-27.970,0.525
-30.916,-23.015,0.525
-7.275,4.715,0.525
29.758,-31.812,0.525
21.483,-18.555,0.525
24.011,-29.880,0.525
29.770,16.600,0.525
31.389,5.121,0.525
-3.742,-26.665,0.525
6.746,-0.179,0.525
-1.716,-22.111,0.525
-24.191,5.167,0.525
-3.028,-23.907,0.525
-3.873,14.434,0.525
13.791,-1.837,0.525
-6.800,-8.908,0.525
-17.567,-19.360,0.525
14.409,13.333,0.525
7.137,-30.552,0.525
-8.698,-4.325,0.525
-26.027,29.938,0.525
16.360,0.165,0.525
13.131,-19.157,0.525
-17.316,1.647,0.525
15.613,9.425,0.525
-31.572,7.243,0.525
26.166,15.571,0.525
27.365,30.831,0.525
-17.685,-13.029,0.525
3.030,30.515,0.525
-8.368,28.251,0.525
8.007,29.251,0.525
18.129,-13.067,0.525
22.212,-12.033,0.525
-13.408,7.234,0.525
21.929,11.798,0.525
20.539,6.716,0.525
21.644,-14.794,0.525
-27.608,14.920,0.525
-14.468,-13.335,0.525
19.470,0.271,0.525
-14.251,24.857,0.525
15.833,-16.006,0.525
21.102,-8.452,0.525
17.969,18.780,0.525
17.935,31.557,0.525
26.909,18.320,0.525
-23.244,7.058,0.525
11.843,-26.429,0.525
-2.388,23.598,0.525
25.947,27.220,0.525
-26.067,6.854,0.525
23.361,9.773,0.525
-11.525,-29.522,0.525
26.867,22.980,0.525
9.833,-8.560,0.525
21.020,20.147,0.525
