x,y,r
7.866,15.474,0.400
18.892,28.317,0.400
15.354,27.029,0.400
-30.144,-2.200,0.400
28.375,9.534,0.400
-1.980,-16.219,0.400
2.801,4.732,0.400
-31.161,-18.129,0.400
-14.113,26.646,0.400
17.006,-21.785,0.400
19.017,-23.119,0.400
7.517,-23.891,0.400
-31.886,23.770,0.400
-18.595,-18.209,0.400
30.875,23.834,0.400
-13.484,29.535,0.400
2.510,11.381,0.400
-18.894,28.222,0.400
12.201,29.860,0.400
25.199,-12.878,0.400
-8.884,-21.379,0.400
-22.675,-27.831,0.400
-12.713,6.599,0.400
-31.783,11.388,0.400
-10.375,-12.163,0.400
20.385,-1.232,0.400
-11.789,-1.202,0.400
13.099,-28.352,0.400
30.406,-30.537,0.400
15.987,22.072,0.400
-30.844,18.415,0.400
-8.564,5.025,0.400
-31.419,-29.009,0.400
-19.423,16.367,0.400
27.498,28.291,0.400
-9.960,-9.293,0.400
1.581,17.639,0.400
-25.085,15.897,0.400
19.023,23.020,0.400
-29.656,28.531,0.400
-26.164,-10.193,0.400
7.093,26.758,0.400
-10.243,27.149,0.400
2.889,-12.003,0.400
-11.725,-20.641,0.400
-26.995,-22.472,0.400
12.107,31.791,0.400
31.149,2.146,0.400
-6.023,-16.810,0.400
6.013,20.883,0.400
-2.837,-5.008,0.400
-28.435,26.628,0.400
-29.906,-0.412,0.400
14.827,28.787,0.400
8.346,18.433,0.400
-25.176,-4.188,0.400
-13.132,-2.998,0.400
30.464,-2.973,0.400
-0.758,14.688,0.400
-1.341,-13.375,0.400
-6.157,-22.624,0.400
-7.872,31.257,0.400
-0.043,-10.337,0.400
-26.295,-14.572,0.400
-8.875,18.305,0.400
17.593,12.454,0.400
10.497,16.617,0.400
-8.740,13.086,0.400
-14.025,-0.916,0.400
9.580,5.162,0.400
-31.259,3.007,0.400
-15.956,10.985,0.400
-2.372,20.267,0.400
-9.735,9.220,0.400
-9.597,21.944,0.400
23.674,12.054,0.400
30.472,29.217,0.400
-21.365,21.544,0.400
27.992,-1.457,0.400
12.251,14.060,0.400
14.743,-21.003,0.400
17.944,5.174,0.400
